code,name,type
4613,Segara,Geographic 2D CRS
4614,QND95,Geographic 2D CRS
4615,Porto Santo,Geographic 2D CRS
4616,Selvagem Grande,Geographic 2D CRS
4617,NAD83(CSRS),Geographic 2D CRS
4618,SAD69,Geographic 2D CRS
4619,SWEREF99,Geographic 2D CRS
4620,Point 58,Geographic 2D CRS
4621,Fort Marigot,Geographic 2D CRS
4622,Guadeloupe 1948,Geographic 2D CRS
4623,CSG67,Geographic 2D CRS
4624,RGFG95,Geographic 2D CRS
4625,Martinique 1938,Geographic 2D CRS
4626,Reunion 1947,Geographic 2D CRS
4627,RGR92,Geographic 2D CRS
4628,Tahiti 52,Geographic 2D CRS
4629,Tahaa 54,Geographic 2D CRS
4630,IGN72 Nuku Hiva,Geographic 2D CRS
4632,Combani 1950,Geographic 2D CRS
4633,IGN56 Lifou,Geographic 2D CRS
4636,Petrels 1972,Geographic 2D CRS
4637,Perroud 1950,Geographic 2D CRS
4638,Saint Pierre et Miquelon 1950,Geographic 2D CRS
4639,MOP78,Geographic 2D CRS
4641,IGN53 Mare,Geographic 2D CRS
4642,ST84 Ile des Pins,Geographic 2D CRS
4643,ST71 Belep,Geographic 2D CRS
4644,NEA74 Noumea,Geographic 2D CRS
4646,Grand Comoros,Geographic 2D CRS
4647,ETRS89 / UTM zone 32N (zE-N),Projected CRS
4652,New Beijing / 3-degree Gauss-Kruger zone 25,Projected CRS
4653,New Beijing / 3-degree Gauss-Kruger zone 26,Projected CRS
4654,New Beijing / 3-degree Gauss-Kruger zone 27,Projected CRS
4655,New Beijing / 3-degree Gauss-Kruger zone 28,Projected CRS
4656,New Beijing / 3-degree Gauss-Kruger zone 29,Projected CRS
4657,Reykjavik 1900,Geographic 2D CRS
4658,Hjorsey 1955,Geographic 2D CRS
4659,ISN93,Geographic 2D CRS
4660,Helle 1954,Geographic 2D CRS
4661,LKS-92,Geographic 2D CRS
4662,IGN72 Grande Terre,Geographic 2D CRS
4663,Porto Santo 1995,Geographic 2D CRS
4664,Azores Oriental 1995,Geographic 2D CRS
4665,Azores Central 1995,Geographic 2D CRS
4666,Lisbon 1890,Geographic 2D CRS
4667,IKBD-92,Geographic 2D CRS
4668,ED79,Geographic 2D CRS
4669,LKS94,Geographic 2D CRS
4670,IGM95,Geographic 2D CRS
4671,Voirol 1879,Geographic 2D CRS
4672,Chatham Islands 1971,Geographic 2D CRS
4673,Chatham Islands 1979,Geographic 2D CRS
4674,SIRGAS 2000,Geographic 2D CRS
4675,Guam 1963,Geographic 2D CRS
4676,Vientiane 1982,Geographic 2D CRS
4677,Lao 1993,Geographic 2D CRS
4678,Lao 1997,Geographic 2D CRS
4679,Jouik 1961,Geographic 2D CRS
4680,Nouakchott 1965,Geographic 2D CRS
4682,Gulshan 303,Geographic 2D CRS
4683,PRS92,Geographic 2D CRS
4684,Gan 1970,Geographic 2D CRS
4686,MAGNA-SIRGAS,Geographic 2D CRS
4687,RGPF,Geographic 2D CRS
4688,Fatu Iva 72,Geographic 2D CRS
4689,IGN63 Hiva Oa,Geographic 2D CRS
4690,Tahiti 79,Geographic 2D CRS
4691,Moorea 87,Geographic 2D CRS
4692,Maupiti 83,Geographic 2D CRS
4693,Nakhl-e Ghanem,Geographic 2D CRS
4694,POSGAR 94,Geographic 2D CRS
4695,Katanga 1955,Geographic 2D CRS
4696,Kasai 1953,Geographic 2D CRS
4697,IGC 1962 6th Parallel South,Geographic 2D CRS
4698,IGN 1962 Kerguelen,Geographic 2D CRS
4699,Le Pouce 1934,Geographic 2D CRS
4700,IGN Astro 1960,Geographic 2D CRS
4701,IGCB 1955,Geographic 2D CRS
4702,Mauritania 1999,Geographic 2D CRS
4703,Mhast 1951,Geographic 2D CRS
4704,Mhast (onshore),Geographic 2D CRS
4705,Mhast (offshore),Geographic 2D CRS
4706,Egypt Gulf of Suez S-650 TL,Geographic 2D CRS
4707,Tern Island 1961,Geographic 2D CRS
4708,Cocos Islands 1965,Geographic 2D CRS
4709,Iwo Jima 1945,Geographic 2D CRS
4710,Astro DOS 71,Geographic 2D CRS
4711,Marcus Island 1952,Geographic 2D CRS
4712,Ascension Island 1958,Geographic 2D CRS
4713,Ayabelle Lighthouse,Geographic 2D CRS
4714,Bellevue,Geographic 2D CRS
4715,Camp Area Astro,Geographic 2D CRS
4716,Phoenix Islands 1966,Geographic 2D CRS
4717,Cape Canaveral,Geographic 2D CRS
4718,Solomon 1968,Geographic 2D CRS
4719,Easter Island 1967,Geographic 2D CRS
4720,Fiji 1986,Geographic 2D CRS
4721,Fiji 1956,Geographic 2D CRS
4722,South Georgia 1968,Geographic 2D CRS
4723,GCGD59,Geographic 2D CRS
4724,Diego Garcia 1969,Geographic 2D CRS
4725,Johnston Island 1961,Geographic 2D CRS
4726,SIGD61,Geographic 2D CRS
4727,Midway 1961,Geographic 2D CRS
4728,PN84,Geographic 2D CRS
4729,Pitcairn 1967,Geographic 2D CRS
4730,Santo 1965,Geographic 2D CRS
4732,Marshall Islands 1960,Geographic 2D CRS
4733,Wake Island 1952,Geographic 2D CRS
4734,Tristan 1968,Geographic 2D CRS
4735,Kusaie 1951,Geographic 2D CRS
4736,Deception Island,Geographic 2D CRS
4737,KGD2002,Geographic 2D CRS
4738,Hong Kong 1963,Geographic 2D CRS
4739,Hong Kong 1963(67),Geographic 2D CRS
4740,PZ-90,Geographic 2D CRS
4741,FD54,Geographic 2D CRS
4742,GDM2000,Geographic 2D CRS
4743,Karbala 1979,Geographic 2D CRS
4744,Nahrwan 1934,Geographic 2D CRS
4745,RD/83,Geographic 2D CRS
4746,PD/83,Geographic 2D CRS
4747,GR96,Geographic 2D CRS
4748,Vanua Levu 1915,Geographic 2D CRS
4749,RGNC91-93,Geographic 2D CRS
4750,ST87 Ouvea,Geographic 2D CRS
4751,Kertau (RSO),Geographic 2D CRS
4752,Viti Levu 1912,Geographic 2D CRS
4753,fk89,Geographic 2D CRS
4754,LGD2006,Geographic 2D CRS
4755,DGN95,Geographic 2D CRS
4756,VN-2000,Geographic 2D CRS
4757,SVY21,Geographic 2D CRS
4758,JAD2001,Geographic 2D CRS
4759,NAD83(NSRS2007),Geographic 2D CRS
4760,WGS 66,Geographic 2D CRS
4761,HTRS96,Geographic 2D CRS
4762,BDA2000,Geographic 2D CRS
4763,Pitcairn 2006,Geographic 2D CRS
4764,RSRGD2000,Geographic 2D CRS
4765,Slovenia 1996,Geographic 2D CRS
4766,New Beijing / 3-degree Gauss-Kruger zone 30,Projected CRS
4767,New Beijing / 3-degree Gauss-Kruger zone 31,Projected CRS
4768,New Beijing / 3-degree Gauss-Kruger zone 32,Projected CRS
4769,New Beijing / 3-degree Gauss-Kruger zone 33,Projected CRS
4770,New Beijing / 3-degree Gauss-Kruger zone 34,Projected CRS
4771,New Beijing / 3-degree Gauss-Kruger zone 35,Projected CRS
4772,New Beijing / 3-degree Gauss-Kruger zone 36,Projected CRS
4773,New Beijing / 3-degree Gauss-Kruger zone 37,Projected CRS
4774,New Beijing / 3-degree Gauss-Kruger zone 38,Projected CRS
4775,New Beijing / 3-degree Gauss-Kruger zone 39,Projected CRS
4776,New Beijing / 3-degree Gauss-Kruger zone 40,Projected CRS
4777,New Beijing / 3-degree Gauss-Kruger zone 41,Projected CRS
4778,New Beijing / 3-degree Gauss-Kruger zone 42,Projected CRS
4779,New Beijing / 3-degree Gauss-Kruger zone 43,Projected CRS
4780,New Beijing / 3-degree Gauss-Kruger zone 44,Projected CRS
4781,New Beijing / 3-degree Gauss-Kruger zone 45,Projected CRS
4782,New Beijing / 3-degree Gauss-Kruger CM 75E,Projected CRS
4783,New Beijing / 3-degree Gauss-Kruger CM 78E,Projected CRS
4784,New Beijing / 3-degree Gauss-Kruger CM 81E,Projected CRS
4785,New Beijing / 3-degree Gauss-Kruger CM 84E,Projected CRS
4786,New Beijing / 3-degree Gauss-Kruger CM 87E,Projected CRS
4787,New Beijing / 3-degree Gauss-Kruger CM 90E,Projected CRS
4788,New Beijing / 3-degree Gauss-Kruger CM 93E,Projected CRS
4789,New Beijing / 3-degree Gauss-Kruger CM 96E,Projected CRS
4790,New Beijing / 3-degree Gauss-Kruger CM 99E,Projected CRS
4791,New Beijing / 3-degree Gauss-Kruger CM 102E,Projected CRS
4792,New Beijing / 3-degree Gauss-Kruger CM 105E,Projected CRS
4793,New Beijing / 3-degree Gauss-Kruger CM 108E,Projected CRS
4794,New Beijing / 3-degree Gauss-Kruger CM 111E,Projected CRS
4795,New Beijing / 3-degree Gauss-Kruger CM 114E,Projected CRS
4796,New Beijing / 3-degree Gauss-Kruger CM 117E,Projected CRS
4797,New Beijing / 3-degree Gauss-Kruger CM 120E,Projected CRS
4798,New Beijing / 3-degree Gauss-Kruger CM 123E,Projected CRS
4799,New Beijing / 3-degree Gauss-Kruger CM 126E,Projected CRS
4800,New Beijing / 3-degree Gauss-Kruger CM 129E,Projected CRS
4801,CH1903 (Bern),Geographic 2D CRS
4802,Bogota 1975 (Bogota),Geographic 2D CRS
4803,Lisbon (Lisbon),Geographic 2D CRS
4804,Makassar (Jakarta),Geographic 2D CRS
4805,MGI (Ferro),Geographic 2D CRS
4806,Monte Mario (Rome),Geographic 2D CRS
4807,NTF (Paris),Geographic 2D CRS
4809,BD50 (Brussels),Geographic 2D CRS
4810,Tananarive (Paris),Geographic 2D CRS
4811,Voirol 1875 (Paris),Geographic 2D CRS
4812,New Beijing / 3-degree Gauss-Kruger CM 132E,Projected CRS
4813,Batavia (Jakarta),Geographic 2D CRS
4814,RT38 (Stockholm),Geographic 2D CRS
4815,Greek (Athens),Geographic 2D CRS
4816,Carthage (Paris),Geographic 2D CRS
4817,NGO 1948 (Oslo),Geographic 2D CRS
4818,S-JTSK (Ferro),Geographic 2D CRS
4820,Segara (Jakarta),Geographic 2D CRS
4821,Voirol 1879 (Paris),Geographic 2D CRS
4822,New Beijing / 3-degree Gauss-Kruger CM 135E,Projected CRS
4823,Sao Tome,Geographic 2D CRS
4824,Principe,Geographic 2D CRS
4826,WGS 84 / Cape Verde National,Projected CRS
4839,ETRS89 / LCC Germany (N-E),Projected CRS
4882,Slovenia 1996,Geocentric CRS
4883,Slovenia 1996,Geographic 3D CRS
4884,RSRGD2000,Geocentric CRS
4885,RSRGD2000,Geographic 3D CRS
4886,BDA2000,Geocentric CRS
4887,BDA2000,Geographic 3D CRS
4888,HTRS96,Geocentric CRS
4889,HTRS96,Geographic 3D CRS
4890,WGS 66,Geocentric CRS
4891,WGS 66,Geographic 3D CRS
4892,NAD83(NSRS2007),Geocentric CRS
4893,NAD83(NSRS2007),Geographic 3D CRS
4894,JAD2001,Geocentric CRS
4895,JAD2001,Geographic 3D CRS
4896,ITRF2005,Geocentric CRS
4897,DGN95,Geocentric CRS
4898,DGN95,Geographic 3D CRS
4899,LGD2006,Geocentric CRS
4900,LGD2006,Geographic 3D CRS
4901,ATF (Paris),Geographic 2D CRS
4903,Madrid 1870 (Madrid),Geographic 2D CRS
4904,Lisbon 1890 (Lisbon),Geographic 2D CRS
4906,RGNC91-93,Geocentric CRS
4907,RGNC91-93,Geographic 3D CRS
4908,GR96,Geocentric CRS
4909,GR96,Geographic 3D CRS
4910,ITRF88,Geocentric CRS
4911,ITRF89,Geocentric CRS
4912,ITRF90,Geocentric CRS
4913,ITRF91,Geocentric CRS
4914,ITRF92,Geocentric CRS
4915,ITRF93,Geocentric CRS
4916,ITRF94,Geocentric CRS
4917,ITRF96,Geocentric CRS
4918,ITRF97,Geocentric CRS
4919,ITRF2000,Geocentric CRS
4920,GDM2000,Geocentric CRS
4921,GDM2000,Geographic 3D CRS
4922,PZ-90,Geocentric CRS
4923,PZ-90,Geographic 3D CRS
4924,Mauritania 1999,Geocentric CRS
4925,Mauritania 1999,Geographic 3D CRS
4926,KGD2002,Geocentric CRS
4927,KGD2002,Geographic 3D CRS
4928,POSGAR 94,Geocentric CRS
4929,POSGAR 94,Geographic 3D CRS
4930,Australian Antarctic,Geocentric CRS
4931,Australian Antarctic,Geographic 3D CRS
4932,CHTRS95,Geocentric CRS
4933,CHTRS95,Geographic 3D CRS
4934,EST97,Geocentric CRS
4935,EST97,Geographic 3D CRS
4936,ETRS89,Geocentric CRS
4937,ETRS89,Geographic 3D CRS
4938,GDA94,Geocentric CRS
4939,GDA94,Geographic 3D CRS
4940,Hartebeesthoek94,Geocentric CRS
4941,Hartebeesthoek94,Geographic 3D CRS
4942,IRENET95,Geocentric CRS
4943,IRENET95,Geographic 3D CRS
4944,ISN93,Geocentric CRS
4945,ISN93,Geographic 3D CRS
4946,JGD2000,Geocentric CRS
4947,JGD2000,Geographic 3D CRS
4948,LKS-92,Geocentric CRS
4949,LKS-92,Geographic 3D CRS
4950,LKS94,Geocentric CRS
4951,LKS94,Geographic 3D CRS
4952,Moznet,Geocentric CRS
4953,Moznet,Geographic 3D CRS
4954,NAD83(CSRS),Geocentric CRS
4955,NAD83(CSRS),Geographic 3D CRS
4956,NAD83(HARN),Geocentric CRS
4957,NAD83(HARN),Geographic 3D CRS
4958,NZGD2000,Geocentric CRS
4959,NZGD2000,Geographic 3D CRS
4960,POSGAR 98,Geocentric CRS
4961,POSGAR 98,Geographic 3D CRS
4962,REGVEN,Geocentric CRS
4963,REGVEN,Geographic 3D CRS
4964,RGF93 v1,Geocentric CRS
4965,RGF93 v1,Geographic 3D CRS
4966,RGFG95,Geocentric CRS
4967,RGFG95,Geographic 3D CRS
4970,RGR92,Geocentric CRS
4971,RGR92,Geographic 3D CRS
4974,SIRGAS 1995,Geocentric CRS
4975,SIRGAS 1995,Geographic 3D CRS
4976,SWEREF99,Geocentric CRS
4977,SWEREF99,Geographic 3D CRS
4978,WGS 84,Geocentric CRS
4979,WGS 84,Geographic 3D CRS
4980,Yemen NGN96,Geocentric CRS
4981,Yemen NGN96,Geographic 3D CRS
4982,IGM95,Geocentric CRS
4983,IGM95,Geographic 3D CRS
4984,WGS 72,Geocentric CRS
4985,WGS 72,Geographic 3D CRS
4986,WGS 72BE,Geocentric CRS
4987,WGS 72BE,Geographic 3D CRS
4988,SIRGAS 2000,Geocentric CRS
4989,SIRGAS 2000,Geographic 3D CRS
4990,Lao 1993,Geocentric CRS
4991,Lao 1993,Geographic 3D CRS
4992,Lao 1997,Geocentric CRS
4993,Lao 1997,Geographic 3D CRS
4994,PRS92,Geocentric CRS
4995,PRS92,Geographic 3D CRS
4996,MAGNA-SIRGAS,Geocentric CRS
4997,MAGNA-SIRGAS,Geographic 3D CRS
4998,RGPF,Geocentric CRS
4999,RGPF,Geographic 3D CRS
5011,PTRA08,Geocentric CRS
5012,PTRA08,Geographic 3D CRS
5013,PTRA08,Geographic 2D CRS
5014,PTRA08 / UTM zone 25N,Projected CRS
5015,PTRA08 / UTM zone 26N,Projected CRS
5016,PTRA08 / UTM zone 28N,Projected CRS
5017,Lisbon 1890 / Portugal Bonne New,Projected CRS
5018,Lisbon / Portuguese Grid New,Projected CRS
5041,"WGS 84 / UPS North (E,N)",Projected CRS
5042,"WGS 84 / UPS South (E,N)",Projected CRS
5048,"EUREF-FIN / TM35FIN(N,E)",Projected CRS
5069,NAD27 / Conus Albers,Projected CRS
5070,NAD83 / Conus Albers,Projected CRS
5071,NAD83(HARN) / Conus Albers,Projected CRS
5072,NAD83(NSRS2007) / Conus Albers,Projected CRS
5105,ETRS89 / NTM zone 5,Projected CRS
5106,ETRS89 / NTM zone 6,Projected CRS
5107,ETRS89 / NTM zone 7,Projected CRS
5108,ETRS89 / NTM zone 8,Projected CRS
5109,ETRS89 / NTM zone 9,Projected CRS
5110,ETRS89 / NTM zone 10,Projected CRS
5111,ETRS89 / NTM zone 11,Projected CRS
5112,ETRS89 / NTM zone 12,Projected CRS
5113,ETRS89 / NTM zone 13,Projected CRS
5114,ETRS89 / NTM zone 14,Projected CRS
5115,ETRS89 / NTM zone 15,Projected CRS
5116,ETRS89 / NTM zone 16,Projected CRS
5117,ETRS89 / NTM zone 17,Projected CRS
5118,ETRS89 / NTM zone 18,Projected CRS
5119,ETRS89 / NTM zone 19,Projected CRS
5120,ETRS89 / NTM zone 20,Projected CRS
5121,ETRS89 / NTM zone 21,Projected CRS
5122,ETRS89 / NTM zone 22,Projected CRS
5123,ETRS89 / NTM zone 23,Projected CRS
5124,ETRS89 / NTM zone 24,Projected CRS
5125,ETRS89 / NTM zone 25,Projected CRS
5126,ETRS89 / NTM zone 26,Projected CRS
5127,ETRS89 / NTM zone 27,Projected CRS
5128,ETRS89 / NTM zone 28,Projected CRS
5129,ETRS89 / NTM zone 29,Projected CRS
5130,ETRS89 / NTM zone 30,Projected CRS
5132,Tokyo 1892,Geographic 2D CRS
5167,Korean 1985 / East Sea Belt,Projected CRS
5168,Korean 1985 / Central Belt Jeju,Projected CRS
5169,Tokyo 1892 / Korea West Belt,Projected CRS
5170,Tokyo 1892 / Korea Central Belt,Projected CRS
5171,Tokyo 1892 / Korea East Belt,Projected CRS
5172,Tokyo 1892 / Korea East Sea Belt,Projected CRS
5173,Korean 1985 / Modified West Belt,Projected CRS
5174,Korean 1985 / Modified Central Belt,Projected CRS
5175,Korean 1985 / Modified Central Belt Jeju,Projected CRS
5176,Korean 1985 / Modified East Belt,Projected CRS
5177,Korean 1985 / Modified East Sea Belt,Projected CRS
5178,Korean 1985 / Unified CS,Projected CRS
5179,KGD2002 / Unified CS,Projected CRS
5180,KGD2002 / West Belt,Projected CRS
5181,KGD2002 / Central Belt,Projected CRS
5182,KGD2002 / Central Belt Jeju,Projected CRS
5183,KGD2002 / East Belt,Projected CRS
5184,KGD2002 / East Sea Belt,Projected CRS
5185,KGD2002 / West Belt 2010,Projected CRS
5186,KGD2002 / Central Belt 2010,Projected CRS
5187,KGD2002 / East Belt 2010,Projected CRS
5188,KGD2002 / East Sea Belt 2010,Projected CRS
5193,KVD1964 height,Vertical CRS
5195,Trieste height,Vertical CRS
5214,Genoa 1942 height,Vertical CRS
5221,S-JTSK (Ferro) / Krovak East North,Projected CRS
5223,WGS 84 / Gabon TM,Projected CRS
5224,S-JTSK/05 (Ferro) / Modified Krovak,Projected CRS
5225,S-JTSK/05 (Ferro) / Modified Krovak East North,Projected CRS
5228,S-JTSK/05,Geographic 2D CRS
5229,S-JTSK/05 (Ferro),Geographic 2D CRS
5233,SLD99,Geographic 2D CRS
5234,Kandawala / Sri Lanka Grid,Projected CRS
5235,SLD99 / Sri Lanka Grid 1999,Projected CRS
5237,SLVD height,Vertical CRS
5243,ETRS89 / LCC Germany (E-N),Projected CRS
5244,GDBD2009,Geocentric CRS
5245,GDBD2009,Geographic 3D CRS
5246,GDBD2009,Geographic 2D CRS
5247,GDBD2009 / Brunei BRSO,Projected CRS
5250,TUREF,Geocentric CRS
5251,TUREF,Geographic 3D CRS
5252,TUREF,Geographic 2D CRS
5253,TUREF / TM27,Projected CRS
5254,TUREF / TM30,Projected CRS
5255,TUREF / TM33,Projected CRS
5256,TUREF / TM36,Projected CRS
5257,TUREF / TM39,Projected CRS
5258,TUREF / TM42,Projected CRS
5259,TUREF / TM45,Projected CRS
5262,DRUKREF 03,Geocentric CRS
5263,DRUKREF 03,Geographic 3D CRS
5264,DRUKREF 03,Geographic 2D CRS
5266,DRUKREF 03 / Bhutan National Grid,Projected CRS
5269,TUREF / 3-degree Gauss-Kruger zone 9,Projected CRS
5270,TUREF / 3-degree Gauss-Kruger zone 10,Projected CRS
5271,TUREF / 3-degree Gauss-Kruger zone 11,Projected CRS
5272,TUREF / 3-degree Gauss-Kruger zone 12,Projected CRS
5273,TUREF / 3-degree Gauss-Kruger zone 13,Projected CRS
5274,TUREF / 3-degree Gauss-Kruger zone 14,Projected CRS
5275,TUREF / 3-degree Gauss-Kruger zone 15,Projected CRS
5292,DRUKREF 03 / Bumthang TM,Projected CRS
5293,DRUKREF 03 / Chhukha TM,Projected CRS
5294,DRUKREF 03 / Dagana TM,Projected CRS
5295,DRUKREF 03 / Gasa TM,Projected CRS
5296,DRUKREF 03 / Ha TM,Projected CRS
5297,DRUKREF 03 / Lhuentse TM,Projected CRS
5298,DRUKREF 03 / Mongar TM,Projected CRS
5299,DRUKREF 03 / Paro TM,Projected CRS
5300,DRUKREF 03 / Pemagatshel TM,Projected CRS
5301,DRUKREF 03 / Punakha TM,Projected CRS
5302,DRUKREF 03 / Samdrup Jongkhar TM,Projected CRS
5303,DRUKREF 03 / Samtse TM,Projected CRS
5304,DRUKREF 03 / Sarpang TM,Projected CRS
5305,DRUKREF 03 / Thimphu TM,Projected CRS
5306,DRUKREF 03 / Trashigang TM,Projected CRS
5307,DRUKREF 03 / Trongsa TM,Projected CRS
5308,DRUKREF 03 / Tsirang TM,Projected CRS
5309,DRUKREF 03 / Wangdue Phodrang TM,Projected CRS
5310,DRUKREF 03 / Yangtse TM,Projected CRS
5311,DRUKREF 03 / Zhemgang TM,Projected CRS
5316,ETRS89 / Faroe TM,Projected CRS
5317,FVR09 height,Vertical CRS
5318,ETRS89 / Faroe TM + FVR09 height,Compound CRS
5320,NAD83 / Teranet Ontario Lambert,Projected CRS
5321,NAD83(CSRS) / Teranet Ontario Lambert,Projected CRS
5322,ISN2004,Geocentric CRS
5323,ISN2004,Geographic 3D CRS
5324,ISN2004,Geographic 2D CRS
5325,ISN2004 / Lambert 2004,Projected CRS
5329,Segara (Jakarta) / NEIEZ,Projected CRS
5330,Batavia (Jakarta) / NEIEZ,Projected CRS
5331,Makassar (Jakarta) / NEIEZ,Projected CRS
5332,ITRF2008,Geocentric CRS
5336,Black Sea depth,Vertical CRS
5337,Aratu / UTM zone 25S,Projected CRS
5340,POSGAR 2007,Geographic 2D CRS
5341,POSGAR 2007,Geocentric CRS
5342,POSGAR 2007,Geographic 3D CRS
5343,POSGAR 2007 / Argentina 1,Projected CRS
5344,POSGAR 2007 / Argentina 2,Projected CRS
5345,POSGAR 2007 / Argentina 3,Projected CRS
5346,POSGAR 2007 / Argentina 4,Projected CRS
5347,POSGAR 2007 / Argentina 5,Projected CRS
5348,POSGAR 2007 / Argentina 6,Projected CRS
5349,POSGAR 2007 / Argentina 7,Projected CRS
5352,MARGEN,Geocentric CRS
5353,MARGEN,Geographic 3D CRS
5354,MARGEN,Geographic 2D CRS
5355,MARGEN / UTM zone 20S,Projected CRS
5356,MARGEN / UTM zone 19S,Projected CRS
5357,MARGEN / UTM zone 21S,Projected CRS
5358,SIRGAS-Chile 2002,Geocentric CRS
5359,SIRGAS-Chile 2002,Geographic 3D CRS
5360,SIRGAS-Chile 2002,Geographic 2D CRS
5361,SIRGAS-Chile 2002 / UTM zone 19S,Projected CRS
5362,SIRGAS-Chile 2002 / UTM zone 18S,Projected CRS
5363,CR05,Geocentric CRS
5364,CR05,Geographic 3D CRS
5365,CR05,Geographic 2D CRS
5367,CR05 / CRTM05,Projected CRS
5368,MACARIO SOLIS,Geocentric CRS
5369,Peru96,Geocentric CRS
5370,MACARIO SOLIS,Geographic 3D CRS
5371,MACARIO SOLIS,Geographic 2D CRS
5372,Peru96,Geographic 3D CRS
5373,Peru96,Geographic 2D CRS
5379,SIRGAS-ROU98,Geocentric CRS
5380,SIRGAS-ROU98,Geographic 3D CRS
5381,SIRGAS-ROU98,Geographic 2D CRS
5382,SIRGAS-ROU98 / UTM zone 21S,Projected CRS
5383,SIRGAS-ROU98 / UTM zone 22S,Projected CRS
5387,Peru96 / UTM zone 18S,Projected CRS
5389,Peru96 / UTM zone 19S,Projected CRS
5391,SIRGAS_ES2007.8,Geocentric CRS
5392,SIRGAS_ES2007.8,Geographic 3D CRS
5393,SIRGAS_ES2007.8,Geographic 2D CRS
5396,SIRGAS 2000 / UTM zone 26S,Projected CRS
5451,Ocotepeque 1935,Geographic 2D CRS
5456,Ocotepeque 1935 / Costa Rica Norte,Projected CRS
5457,Ocotepeque 1935 / Costa Rica Sur,Projected CRS
5459,Ocotepeque 1935 / Guatemala Sur,Projected CRS
5460,Ocotepeque 1935 / El Salvador Lambert,Projected CRS
5461,Ocotepeque 1935 / Nicaragua Norte,Projected CRS
5462,Ocotepeque 1935 / Nicaragua Sur,Projected CRS
5463,SAD69 / UTM zone 17N,Projected CRS
5464,Sibun Gorge 1922,Geographic 2D CRS
5467,Panama-Colon 1911,Geographic 2D CRS
5469,Panama-Colon 1911 / Panama Lambert,Projected CRS
5472,Panama-Colon 1911 / Panama Polyconic,Projected CRS
5479,RSRGD2000 / MSLC2000,Projected CRS
5480,RSRGD2000 / BCLC2000,Projected CRS
5481,RSRGD2000 / PCLC2000,Projected CRS
5482,RSRGD2000 / RSPS2000,Projected CRS
5487,RGAF09,Geocentric CRS
5488,RGAF09,Geographic 3D CRS
5489,RGAF09,Geographic 2D CRS
5490,RGAF09 / UTM zone 20N,Projected CRS
5498,NAD83 + NAVD88 height,Compound CRS
5499,NAD83(HARN) + NAVD88 height,Compound CRS
5500,NAD83(NSRS2007) + NAVD88 height,Compound CRS
5513,S-JTSK / Krovak,Projected CRS
5514,S-JTSK / Krovak East North,Projected CRS
5515,S-JTSK/05 / Modified Krovak,Projected CRS
5516,S-JTSK/05 / Modified Krovak East North,Projected CRS
5518,CI1971 / Chatham Islands Map Grid,Projected CRS
5519,CI1979 / Chatham Islands Map Grid,Projected CRS
5520,DHDN / 3-degree Gauss-Kruger zone 1,Projected CRS
5523,WGS 84 / Gabon TM 2011,Projected CRS
5524,Corrego Alegre 1961,Geographic 2D CRS
5527,SAD69(96),Geographic 2D CRS
5530,SAD69(96) / Brazil Polyconic,Projected CRS
5531,SAD69(96) / UTM zone 21S,Projected CRS
5533,SAD69(96) / UTM zone 23S,Projected CRS
5534,SAD69(96) / UTM zone 24S,Projected CRS
5535,SAD69(96) / UTM zone 25S,Projected CRS
5536,Corrego Alegre 1961 / UTM zone 21S,Projected CRS
5537,Corrego Alegre 1961 / UTM zone 22S,Projected CRS
5538,Corrego Alegre 1961 / UTM zone 23S,Projected CRS
5539,Corrego Alegre 1961 / UTM zone 24S,Projected CRS
5544,PNG94,Geocentric CRS
5545,PNG94,Geographic 3D CRS
5546,PNG94,Geographic 2D CRS
5550,PNG94 / PNGMG94 zone 54,Projected CRS
5551,PNG94 / PNGMG94 zone 55,Projected CRS
5552,PNG94 / PNGMG94 zone 56,Projected CRS
5554,ETRS89 / UTM zone 31N + DHHN92 height,Compound CRS
5555,ETRS89 / UTM zone 32N + DHHN92 height,Compound CRS
5556,ETRS89 / UTM zone 33N + DHHN92 height,Compound CRS
5558,UCS-2000,Geocentric CRS
5559,Ocotepeque 1935 / Guatemala Norte,Projected CRS
5560,UCS-2000,Geographic 3D CRS
5561,UCS-2000,Geographic 2D CRS
5562,UCS-2000 / Gauss-Kruger zone 4,Projected CRS
5563,UCS-2000 / Gauss-Kruger zone 5,Projected CRS
5564,UCS-2000 / Gauss-Kruger zone 6,Projected CRS
5565,UCS-2000 / Gauss-Kruger zone 7,Projected CRS
5566,UCS-2000 / Gauss-Kruger CM 21E,Projected CRS
5567,UCS-2000 / Gauss-Kruger CM 27E,Projected CRS
5568,UCS-2000 / Gauss-Kruger CM 33E,Projected CRS
5569,UCS-2000 / Gauss-Kruger CM 39E,Projected CRS
5588,NAD27 / New Brunswick Stereographic (NAD27),Projected CRS
5589,Sibun Gorge 1922 / Colony Grid,Projected CRS
5591,FEH2010,Geocentric CRS
5592,FEH2010,Geographic 3D CRS
5593,FEH2010,Geographic 2D CRS
5596,FEH2010 / Fehmarnbelt TM,Projected CRS
5597,FCSVR10 height,Vertical CRS
5598,FEH2010 / Fehmarnbelt TM + FCSVR10 height,Compound CRS
5600,NGPF height,Vertical CRS
5601,IGN 1966 height,Vertical CRS
5602,Moorea SAU 1981 height,Vertical CRS
5603,Raiatea SAU 2001 height,Vertical CRS
5604,Maupiti SAU 2001 height,Vertical CRS
